customerid,contract_key,payment_method_key,service_key,churn_reason_key,count,tenure_months,monthly_charges,total_charges,churn_value,churn_score,cltv,is_churned,is_month_to_month,revenue_at_risk
0440-MOGPM,4,3,221,16,1,41,80.55,3263.9,0,29,4176,False,False,0.0
0020-JDNXP,3,4,48,16,1,34,61.25,1993.2,0,37,3607,False,False,0.0
3752-CQSJI,2,4,193,16,1,13,20.45,254.5,0,25,5417,False,True,0.0
5025-GOOKI,2,2,193,16,1,20,18.9,347.65,0,51,4277,False,True,0.0
4698-KVLLG,5,2,193,16,1,51,19.6,967.9,0,68,4224,False,False,0.0
2887-JPYLU,1,1,65,16,1,41,45.2,1841.9,0,42,4418,False,True,0.0
4770-QAZXN,1,2,193,16,1,13,19.45,232.1,0,54,2783,False,True,0.0
4896-CPRPF,5,1,322,16,1,35,25.45,809.25,0,36,4873,False,False,0.0
9714-EDSUC,2,4,182,16,1,4,94.9,360.55,0,22,3094,False,True,0.0
0282-NVSJS,2,4,5,16,1,12,29.3,355.9,0,75,3353,False,True,0.0
7353-YOWFP,3,4,193,16,1,7,20.25,129.15,0,54,4208,False,False,0.0
8008-ESFLK,3,3,192,16,1,53,110.5,5835.5,0,59,4135,False,False,0.0
7537-CBQUZ,2,1,317,16,1,63,109.4,7031.45,0,24,5961,False,True,0.0
3363-EWLGO,1,4,193,16,1,5,19.95,109.6,0,67,5252,False,True,0.0
4750-UKWJK,3,4,193,16,1,37,19.6,727.8,0,77,5730,False,False,0.0
1689-YQBYY,2,3,258,16,1,12,76.6,893.0,0,61,3280,False,True,0.0
4487-ZYJZK,3,2,193,16,1,38,19.6,763.1,0,53,4623,False,False,0.0
2959-FENLU,2,2,138,16,1,9,85.3,781.4,0,28,5850,False,True,0.0
0708-LGSMF,2,3,227,16,1,13,65.85,902.25,0,44,2731,False,True,0.0
7634-HLQJR,5,2,193,16,1,47,20.05,1016.7,0,35,3260,False,False,0.0
0487-RPVUM,1,1,304,16,1,61,99.4,5943.65,0,44,5404,False,True,0.0
4079-ULGFR,1,4,193,16,1,16,20.0,275.7,0,75,3705,False,True,0.0
2516-XSJKX,5,3,120,16,1,41,78.45,3126.45,0,27,5468,False,False,0.0
0057-QBUQH,6,3,322,16,1,43,25.1,1070.15,0,59,4797,False,False,0.0
6599-SFQVE,2,3,66,16,1,6,55.0,340.4,0,21,2629,False,True,0.0
8331-ZXFOE,4,2,254,16,1,58,71.1,4299.2,0,42,5395,False,False,0.0
4003-FUSHP,2,2,71,16,1,19,61.55,1093.2,0,60,5831,False,True,0.0
0356-ERHVT,2,1,65,16,1,11,45.9,521.9,0,41,3880,False,True,0.0
7325-ENZFI,4,1,53,16,1,39,40.3,1630.4,0,77,3424,False,False,0.0
4884-ZTHVF,2,3,147,16,1,8,87.1,713.6,0,65,3950,False,True,0.0
3920-HIHMQ,2,4,194,16,1,26,49.5,1265.65,0,38,4196,False,True,0.0
3055-OYMSE,2,2,145,16,1,53,73.8,4003.85,0,45,6469,False,True,0.0
0613-WUXUM,6,4,193,16,1,70,19.2,1401.4,0,53,5261,False,False,0.0
4458-KVRBJ,5,4,322,16,1,59,25.0,1510.5,0,69,5537,False,False,0.0
1397-XKKWR,3,4,41,16,1,7,35.3,264.8,0,39,3463,False,False,0.0
8097-OMULG,3,2,96,16,1,59,76.75,4541.9,0,24,5918,False,False,0.0
6013-BHCAW,6,1,209,16,1,61,81.0,4976.15,0,40,4151,False,False,0.0
0401-WDBXM,6,1,301,16,1,72,105.55,7542.25,0,62,4331,False,False,0.0
3387-PLKUI,1,4,193,16,1,13,18.8,251.25,0,71,2333,False,True,0.0
6096-EGVTU,3,4,322,16,1,64,24.9,1595.5,0,62,5038,False,False,0.0
5081-NWSUP,3,4,86,16,1,10,64.9,685.55,0,62,4883,False,False,0.0
2580-ATZSQ,3,1,121,16,1,65,61.35,3874.1,0,36,6354,False,False,0.0
8085-MSNLK,5,4,321,16,1,62,113.95,6891.4,0,71,6193,False,False,0.0
9691-HKOVS,4,3,257,16,1,55,90.15,4916.95,0,77,4712,False,False,0.0
9881-VCZEP,1,3,210,16,1,25,54.1,1373.0,0,64,5701,False,True,0.0
8757-TFHHJ,2,2,97,16,1,1,49.8,49.8,0,24,2978,False,True,0.0
1468-DEFNC,6,1,322,16,1,64,24.4,1548.65,0,68,4772,False,False,0.0
5119-KEPFY,2,1,261,16,1,36,95.0,3440.25,0,64,3057,False,True,0.0
0916-KNFAJ,6,4,235,16,1,61,69.9,4226.7,0,76,5117,False,False,0.0
8319-QBEHW,4,1,19,16,1,26,39.95,1023.75,0,74,2715,False,False,0.0
9625-QNLUX,6,2,188,16,1,68,103.25,7074.4,0,22,4751,False,False,0.0
4024-CSNBY,6,1,318,16,1,72,94.25,6849.75,0,51,6295,False,False,0.0
7110-BDTWG,6,3,14,16,1,71,47.05,3263.6,0,76,6302,False,False,0.0
7493-GVFIO,5,2,193,16,1,57,20.55,1252.85,0,48,4565,False,False,0.0
0690-SRQID,2,4,193,16,1,4,19.65,67.55,0,72,4925,False,True,0.0
9605-WGJVW,2,3,129,16,1,1,70.2,70.2,0,47,2422,False,True,0.0
9114-DPSIA,5,2,255,16,1,72,81.0,5750.0,0,77,4237,False,False,0.0
4700-UBQMV,4,1,229,16,1,21,75.9,1549.75,0,47,3503,False,False,0.0
7711-GQBZC,5,1,322,16,1,71,24.7,1810.55,0,45,5187,False,False,0.0
4627-MIHJH,5,2,305,16,1,69,110.25,7467.55,0,69,4948,False,False,0.0
9795-NREXC,6,2,241,16,1,64,85.0,5484.4,0,56,5472,False,False,0.0
8573-CGOCC,1,2,193,16,1,16,19.75,294.9,0,55,5433,False,True,0.0
7356-AYNJP,3,3,322,16,1,4,23.9,97.5,0,57,5685,False,False,0.0
6286-SUUWT,1,4,193,16,1,1,19.95,19.95,0,21,5916,False,True,0.0
4819-HJPIW,1,4,1,16,1,18,25.15,476.8,0,31,2675,False,True,0.0
8654-DHAOW,1,4,210,16,1,2,54.15,101.65,0,27,3527,False,True,0.0
5438-QMDDL,2,4,82,16,1,19,59.8,1130.85,0,32,3652,False,True,0.0
9812-GHVRI,1,1,259,16,1,40,83.85,3532.25,0,31,4294,False,True,0.0
5553-AOINX,4,3,285,16,1,66,104.9,6891.45,0,48,4892,False,False,0.0
1228-ZLNBX,1,4,258,16,1,21,75.3,1570.7,0,50,2847,False,True,0.0
4226-KKDON,2,3,87,16,1,8,66.65,520.95,0,60,3804,False,True,0.0
3831-YCPUO,6,2,192,16,1,72,109.5,7854.9,0,55,6419,False,False,0.0
7445-WMRBW,4,1,224,16,1,48,73.85,3581.4,0,29,4740,False,False,0.0
3308-DGHKL,6,1,193,16,1,69,19.3,1447.9,0,63,5028,False,False,0.0
9924-JPRMC,6,3,321,16,1,72,118.2,8547.15,0,55,4886,False,False,0.0
0080-EMYVY,3,2,81,16,1,14,51.45,727.85,0,57,4298,False,False,0.0
6218-KNUBD,1,3,83,16,1,6,59.45,357.6,0,54,2393,False,True,0.0
7337-CINUD,5,1,193,16,1,8,19.5,159.35,0,35,5206,False,False,0.0
7609-NRNCA,3,4,193,16,1,17,19.55,280.85,0,42,4947,False,False,0.0
0623-EJQEG,3,3,295,16,1,65,93.55,6069.25,0,76,5774,False,False,0.0
7153-CHRBV,4,4,109,16,1,57,59.3,3274.35,0,38,6287,False,False,0.0
6198-PNNSZ,3,1,317,16,1,56,109.8,6109.65,0,77,5648,False,False,0.0
3317-VLGQT,2,3,130,16,1,14,78.1,1122.4,0,68,3157,False,True,0.0
4132-POCZS,2,3,34,16,1,52,39.9,2020.9,0,54,6371,False,True,0.0
5614-DNZCE,6,2,125,16,1,58,64.9,3795.45,0,57,5040,False,False,0.0
3896-RCYYE,2,2,16,16,1,67,53.4,3579.15,0,37,5990,False,True,0.0
9638-JIQYA,2,2,1,16,1,2,24.9,49.7,0,41,4033,False,True,0.0
3258-SANFR,1,2,65,16,1,6,44.7,276.5,0,30,4270,False,True,0.0
3726-TBHQT,6,1,321,16,1,71,114.0,8175.9,0,23,5600,False,False,0.0
3190-ITQXP,5,1,193,16,1,46,20.25,890.35,0,58,3879,False,False,0.0
4833-QTJNO,1,1,306,16,1,67,83.85,5588.8,0,49,5261,False,True,0.0
3039-MJSLN,1,1,193,16,1,3,20.2,50.6,0,46,3594,False,True,0.0
0178-CIIKR,1,4,193,16,1,3,19.95,58.0,0,74,5949,False,True,0.0
5774-QPLTF,4,4,193,16,1,50,20.35,938.95,0,71,6391,False,False,0.0
2322-VCZHZ,2,3,178,16,1,23,90.0,2024.1,0,50,4999,False,True,0.0
5010-IPEAQ,5,2,63,16,1,67,54.2,3623.95,0,58,5261,False,False,0.0
6383-ZTSIW,3,4,180,16,1,39,99.1,3877.95,0,22,4599,False,False,0.0
8990-YOZLV,6,4,246,16,1,69,66.9,4577.9,0,68,5059,False,False,0.0
3069-SSVSN,3,4,1,16,1,1,25.85,25.85,0,55,4467,False,False,0.0
5222-IMUKT,1,3,132,16,1,32,91.05,2871.5,0,80,2716,False,True,0.0
6685-XSHHU,6,1,193,16,1,60,20.95,1270.55,0,51,4425,False,False,0.0
8901-UPRHR,6,1,289,16,1,72,109.2,7711.45,0,68,6130,False,False,0.0
0118-JPNOY,2,2,163,16,1,26,85.8,2193.65,0,46,5700,False,True,0.0
3845-FXCYS,2,3,193,16,1,2,19.65,31.2,0,26,4841,False,True,0.0
5857-XRECV,3,1,193,16,1,2,20.5,38.25,0,47,4486,False,False,0.0
0725-CXOTM,4,2,241,16,1,36,89.65,3348.1,0,68,4844,False,False,0.0
4343-EJVQB,1,4,161,16,1,7,74.35,533.6,0,51,2463,False,True,0.0
9000-PLFUZ,6,2,20,16,1,60,49.45,2907.55,0,61,4277,False,False,0.0
3427-GGZZI,2,3,275,16,1,19,89.1,1620.8,0,66,3624,False,True,0.0
7779-ORAEL,5,2,239,16,1,45,75.15,3480.35,0,52,5837,False,False,0.0
0644-OQMDK,2,3,129,16,1,4,70.65,293.85,0,34,4510,False,True,0.0
3154-CFSZG,1,3,170,16,1,47,90.05,4137.2,0,78,3291,False,True,0.0
2220-IAHLS,1,2,193,16,1,1,19.4,19.4,0,21,5566,False,True,0.0
1658-XUHBX,2,2,267,16,1,59,88.75,5348.65,0,21,6492,False,True,0.0
2378-HTWFW,1,2,291,16,1,35,91.0,3180.5,0,35,5527,False,True,0.0
4377-VDHYI,4,3,178,16,1,32,90.8,3023.85,0,80,2722,False,False,0.0
3719-TDVQB,6,4,193,16,1,54,18.95,1031.1,0,28,5548,False,False,0.0
0201-MIBOL,6,1,293,16,1,66,102.4,6471.85,0,69,4861,False,False,0.0
4937-QPZPO,4,3,269,16,1,61,99.9,6241.35,0,31,5641,False,False,0.0
2925-VDZHY,5,2,257,16,1,72,88.7,6501.35,0,46,4641,False,False,0.0
6981-TDRFT,4,3,16,16,1,44,54.3,2317.1,0,39,3423,False,False,0.0
3413-CSSTH,2,1,202,16,1,41,55.7,2237.55,0,26,5590,False,True,0.0
8033-VCZGH,4,3,301,16,1,50,103.95,5231.3,0,42,4363,False,False,0.0
0224-NIJLP,5,4,193,16,1,8,20.15,165.5,0,32,3899,False,False,0.0
7542-CYDDM,1,4,193,16,1,18,20.05,358.5,0,22,4204,False,True,0.0
4718-WXBGI,6,2,257,16,1,72,91.95,6614.9,0,30,4403,False,False,0.0
8495-PRWFH,1,3,202,16,1,42,55.65,2421.75,0,80,5831,False,True,0.0
0439-IFYUN,2,3,145,16,1,18,74.7,1294.6,0,62,3896,False,True,0.0
5716-LIBJC,4,2,285,16,1,13,104.15,1299.1,0,33,2810,False,False,0.0
2868-LLSKM,4,1,278,16,1,68,83.65,5733.4,0,43,5958,False,False,0.0
2988-QRAJY,6,2,317,16,1,69,110.05,7430.75,0,30,5798,False,False,0.0
0071-NDAFP,5,2,322,16,1,25,25.5,630.6,0,65,5230,False,False,0.0
7328-ZJAJO,5,2,193,16,1,59,19.5,1222.65,0,64,4579,False,False,0.0
6458-CYIDZ,1,3,177,16,1,5,80.7,374.8,0,51,3468,False,True,0.0
1090-PYKCI,4,2,320,16,1,69,105.1,7234.8,0,27,4686,False,False,0.0
3058-WQDRE,2,1,1,16,1,13,25.15,331.85,0,53,4943,False,True,0.0
2279-AXJJK,2,2,279,16,1,52,95.65,5088.4,0,45,4465,False,True,0.0
0909-SELIE,6,1,255,16,1,61,80.8,4860.85,0,72,4302,False,False,0.0
3417-TSCIC,4,4,1,16,1,29,24.85,788.05,0,49,4161,False,False,0.0
1042-HFUCW,4,2,85,16,1,25,54.75,1266.35,0,50,5136,False,False,0.0
6537-OTKMY,3,3,12,16,1,15,50.75,688.2,0,63,5091,False,False,0.0
8999-EXMNO,5,4,193,16,1,19,20.15,387.7,0,26,4246,False,False,0.0
6725-TPKJO,5,4,193,16,1,44,20.05,845.25,0,41,2798,False,False,0.0
7162-WPHPM,5,2,254,16,1,58,71.6,4230.25,0,49,4747,False,False,0.0
1599-MMYRQ,4,2,177,16,1,62,81.45,4983.05,0,66,5179,False,False,0.0
8821-KVZKQ,4,1,32,16,1,70,58.4,4113.15,0,43,4117,False,False,0.0
6434-TTGJP,5,2,62,16,1,10,53.7,521.0,0,48,5671,False,False,0.0
0042-JVWOJ,4,1,193,16,1,26,19.6,471.85,0,26,3722,False,False,0.0
0130-SXOUN,1,2,275,16,1,66,89.4,5976.9,0,49,4889,False,True,0.0
2330-PQGDQ,3,1,278,16,1,51,84.2,4299.75,0,33,4952,False,False,0.0
1452-UZOSF,6,2,320,16,1,72,106.1,7548.6,0,21,4890,False,False,0.0
2097-YVPKN,5,4,322,16,1,65,25.75,1654.75,0,73,5707,False,False,0.0
8597-CTXVJ,3,1,246,16,1,70,64.95,4551.5,0,65,5392,False,False,0.0
6631-HMANX,6,2,225,16,1,72,85.45,6227.5,0,53,5641,False,False,0.0
9962-BFPDU,1,4,193,16,1,1,20.05,20.05,0,52,5811,False,True,0.0
6394-HHHZM,1,4,193,16,1,3,20.7,57.5,0,23,2011,False,True,0.0
5995-LFTLE,6,2,322,16,1,58,25.3,1474.35,0,30,4477,False,False,0.0
1932-UEDCX,2,1,277,16,1,33,100.6,3270.25,0,55,3669,False,True,0.0
5188-HGMLP,1,1,258,16,1,54,74.0,3919.15,0,30,4991,False,True,0.0
0665-XHDJU,6,3,277,16,1,72,99.4,7285.7,0,51,6022,False,False,0.0
8265-HKSOW,5,2,319,16,1,72,107.45,7658.3,0,57,4505,False,False,0.0
3544-FBCAS,6,2,253,16,1,72,83.6,5959.3,0,67,4116,False,False,0.0
5331-RGMTT,2,2,269,16,1,54,99.05,5295.7,0,34,4011,False,True,0.0
4759-PXTAN,4,3,217,16,1,59,80.1,4693.2,0,26,4093,False,False,0.0
7054-DMVAS,6,1,115,16,1,54,65.3,3512.9,0,61,4556,False,False,0.0
3428-MMGUB,6,3,268,16,1,60,89.55,5231.2,0,74,5874,False,False,0.0
6549-BTYPG,5,2,32,16,1,60,60.8,3603.45,0,80,5784,False,False,0.0
7823-JSOAG,1,3,258,16,1,3,74.5,217.45,0,36,5203,False,True,0.0
3705-RHRFR,5,1,293,16,1,69,99.15,6875.35,0,45,5031,False,False,0.0
9374-YOLBJ,1,3,193,16,1,1,19.25,19.25,0,27,2053,False,True,0.0
9074-KGVOX,2,2,35,16,1,50,39.45,2021.35,0,27,6018,False,True,0.0
6128-DAFVY,2,2,4,16,1,56,44.85,2564.95,0,27,4021,False,True,0.0
9933-QRGTX,6,3,168,16,1,60,97.2,5611.75,0,48,4905,False,False,0.0
4476-OSWTN,4,4,305,16,1,69,110.55,7610.1,0,25,4887,False,False,0.0
5066-GFJMM,2,4,193,16,1,3,19.9,45.75,0,48,3716,False,True,0.0
2661-GKBTK,5,1,88,16,1,60,76.95,4543.95,0,52,5053,False,False,0.0
0458-HEUZG,5,4,13,16,1,13,35.4,450.4,0,69,3239,False,False,0.0
7268-WNTCP,5,1,193,16,1,62,20.45,1297.35,0,21,5746,False,False,0.0
0824-VWDPO,3,1,307,16,1,45,96.75,4442.75,0,73,3682,False,False,0.0
8409-WQJUX,3,3,16,16,1,25,54.2,1423.15,0,24,4458,False,False,0.0
2578-JQPHZ,5,1,144,16,1,44,100.1,4378.35,0,68,4025,False,False,0.0
3278-FSIXX,2,4,65,16,1,2,45.25,74.2,0,27,5441,False,True,0.0
9746-UGFAC,3,1,193,16,1,22,20.85,450.65,0,67,3171,False,False,0.0
2946-KIQSP,2,4,13,16,1,35,33.45,1175.85,0,66,2553,False,True,0.0
0625-AFOHS,5,4,193,16,1,29,20.2,558.8,0,69,2784,False,False,0.0
6726-WEXXK,4,3,298,16,1,27,85.9,2220.1,0,63,5755,False,False,0.0
4636-OLWOE,4,3,93,16,1,54,61.0,3283.05,0,56,5594,False,False,0.0
4685-ERGHK,4,3,260,16,1,57,86.9,4939.25,0,71,6109,False,False,0.0
0885-HMGPY,5,1,254,16,1,62,69.4,4237.5,0,67,6469,False,False,0.0
5003-OKNNK,3,2,193,16,1,15,20.35,335.95,0,68,3205,False,False,0.0
7208-PSIHR,6,1,273,16,1,70,104.3,7188.5,0,70,5583,False,False,0.0
4012-ZTHBR,2,3,65,16,1,21,44.95,926.25,0,54,3752,False,True,0.0
0489-WMEMG,4,3,69,16,1,23,49.45,1119.35,0,70,5237,False,False,0.0
7435-ZNUYY,3,4,193,16,1,6,20.6,116.6,0,20,4439,False,False,0.0
1354-YZFNB,5,2,193,16,1,4,19.55,68.8,0,57,5573,False,False,0.0
2985-FMWYF,2,3,261,16,1,23,93.5,2341.55,0,73,4861,False,True,0.0
2812-ENYMO,3,2,40,16,1,26,54.55,1362.85,0,54,4296,False,False,0.0
2717-HVIZY,1,4,193,16,1,8,20.05,163.6,0,32,2675,False,True,0.0
3422-GALYP,2,3,274,16,1,2,79.45,145.15,0,65,2657,False,True,0.0
2890-WFBHU,3,2,255,16,1,59,79.85,4786.1,0,64,6041,False,False,0.0
0327-WFZSY,3,3,269,16,1,39,100.0,3835.55,0,64,5434,False,False,0.0
7977-HXJKU,5,4,193,16,1,21,19.6,397.0,0,46,2447,False,False,0.0
7033-CLAMM,5,1,193,16,1,48,20.2,1027.25,0,33,3828,False,False,0.0
4023-RTIQM,4,2,58,16,1,31,50.4,1580.1,0,39,2166,False,False,0.0
0864-FVJNJ,3,3,321,16,1,64,113.35,7222.75,0,20,4952,False,False,0.0
7356-IWLFW,2,1,274,16,1,46,80.0,3769.7,0,51,3315,False,True,0.0
9541-PWTWO,6,1,209,16,1,52,80.95,4233.95,0,28,4924,False,False,0.0
3967-VQOGC,6,4,322,16,1,67,24.9,1680.25,0,59,5847,False,False,0.0
7872-RDDLZ,1,3,210,16,1,67,54.9,3725.5,0,33,4826,False,True,0.0
6308-CQRBU,5,3,289,16,1,71,109.25,7707.7,0,42,5044,False,False,0.0
0186-CAERR,4,1,321,16,1,71,116.3,8309.55,0,59,4644,False,False,0.0
3043-SUDUA,1,1,193,16,1,32,19.9,601.55,0,29,4374,False,True,0.0
5442-BHQNG,1,3,129,16,1,2,70.35,139.25,0,73,3430,False,True,0.0
2169-RRLFW,5,2,322,16,1,71,25.6,1888.25,0,68,5063,False,False,0.0
5872-OEQNH,4,3,42,16,1,60,44.45,2773.9,0,48,4928,False,False,0.0
3162-KKZXO,4,3,269,16,1,55,100.15,5409.75,0,64,5182,False,False,0.0
8873-GLDMH,2,4,258,16,1,6,73.85,401.3,0,76,4220,False,True,0.0
5696-JVVQY,6,2,122,16,1,48,70.1,3238.4,0,27,5476,False,False,0.0
8946-BFWSG,5,4,322,16,1,63,25.25,1573.05,0,39,6245,False,False,0.0
0547-HURJB,1,2,193,16,1,12,21.05,235.8,0,70,4001,False,True,0.0
8904-OPDCK,2,1,1,16,1,54,24.95,1364.75,0,56,4691,False,True,0.0
8845-LWKGE,4,3,79,16,1,30,64.5,1985.15,0,60,2215,False,False,0.0
0691-NIKRI,4,2,273,16,1,40,105.95,4335.2,0,31,3784,False,False,0.0
5022-JNQEQ,2,3,133,16,1,9,75.85,647.5,0,51,4843,False,True,0.0
3249-VHRIP,6,2,26,16,1,62,43.6,2748.7,0,53,4507,False,False,0.0
3736-BLEPA,4,1,151,16,1,28,91.25,2483.65,0,41,2886,False,False,0.0
4701-LKOZD,5,2,257,16,1,70,89.75,6367.2,0,78,5150,False,False,0.0
6603-QWSPR,6,1,160,16,1,46,104.4,4904.2,0,24,4190,False,False,0.0
9921-QFQUL,1,4,267,16,1,23,90.15,2044.95,0,50,5110,False,True,0.0
1929-ZCBHE,3,3,45,16,1,47,40.3,1794.8,0,29,5040,False,False,0.0
4378-MYPGO,6,1,188,16,1,68,105.25,7173.15,0,36,5795,False,False,0.0
4129-LYCOI,6,3,281,16,1,67,104.0,7039.05,0,39,4741,False,False,0.0
7798-JVXYM,2,3,72,16,1,14,69.65,921.4,0,69,5351,False,True,0.0
8647-SDTWQ,2,3,258,16,1,57,74.3,4018.35,0,65,4133,False,True,0.0
2696-ECXKC,3,4,293,16,1,55,100.9,5448.6,0,55,6153,False,False,0.0
2081-KJSQF,2,4,193,16,1,1,20.25,20.25,0,21,4769,False,True,0.0
3323-CPBWR,2,2,272,16,1,23,96.9,2085.45,0,22,3875,False,True,0.0
3384-CTMSF,2,3,285,16,1,47,104.1,5135.15,0,71,3142,False,True,0.0
0902-RFHOF,3,4,193,16,1,38,20.1,730.1,0,26,2907,False,False,0.0
6048-QBXKL,2,2,210,16,1,2,56.55,118.25,0,33,2069,False,True,0.0
7718-RXDGG,2,1,129,16,1,15,68.6,1108.6,0,47,3351,False,True,0.0
1025-FALIX,2,2,129,16,1,26,69.05,1815.65,0,23,5379,False,True,0.0
3451-VAWLI,5,2,193,16,1,35,19.7,730.4,0,43,5636,False,False,0.0
3407-QGWLG,2,4,193,16,1,3,20.05,75.45,0,70,2948,False,True,0.0
2347-WKKAE,2,3,299,16,1,42,94.4,4014.6,0,47,2662,False,True,0.0
8735-DCXNF,2,2,101,16,1,10,54.95,568.85,0,26,3519,False,True,0.0
3214-IYUUQ,3,1,182,16,1,61,93.7,5860.7,0,48,4300,False,False,0.0
1936-UAFEH,5,2,313,16,1,68,110.25,7279.35,0,36,5502,False,False,0.0
3587-PMCOY,4,3,172,16,1,10,98.9,1064.95,0,50,4614,False,False,0.0
1027-LKKQQ,6,1,112,16,1,72,80.45,5886.85,0,54,4480,False,False,0.0
7148-XZPHA,1,3,149,16,1,55,79.4,4238.45,0,32,4162,False,True,0.0
5309-TAIKL,1,1,78,16,1,7,62.8,418.3,0,46,4080,False,True,0.0
6856-RAURS,2,4,258,16,1,2,74.9,136.05,0,62,2044,False,True,0.0
8778-LMWTJ,2,3,161,16,1,9,74.85,708.2,0,66,5770,False,True,0.0
9717-IOAAF,6,2,322,16,1,27,25.85,788.55,0,21,2682,False,False,0.0
2845-KDHVX,6,4,94,16,1,64,68.3,4378.8,0,31,5425,False,False,0.0
0848-SOMKO,5,1,46,16,1,70,48.4,3442.8,0,66,4483,False,False,0.0
6734-FQAJX,6,3,184,16,1,67,105.05,7171.7,0,49,4143,False,False,0.0
1535-VTJOQ,5,2,322,16,1,24,25.15,553.0,0,56,3904,False,False,0.0
6368-TZZDT,5,2,193,16,1,4,19.5,96.85,0,31,5390,False,False,0.0
0943-ZQPXH,2,1,140,16,1,44,92.95,4122.9,0,78,5635,False,True,0.0
1293-BSEUN,6,4,193,16,1,72,20.7,1482.3,0,40,4528,False,False,0.0
1302-TPUBN,5,1,193,16,1,66,19.35,1240.8,0,23,5637,False,False,0.0
2378-VTKDH,2,3,285,16,1,65,104.35,6578.55,0,69,4073,False,True,0.0
0927-CNGRH,1,4,193,16,1,1,19.55,19.55,0,21,5272,False,True,0.0
8608-OZTLB,3,3,127,16,1,38,74.05,2802.3,0,59,5975,False,False,0.0
2335-GSODA,5,4,45,16,1,23,40.1,857.75,0,24,2327,False,False,0.0
1952-DVVSW,3,4,193,16,1,10,20.1,184.4,0,77,3509,False,False,0.0
6656-GULJQ,6,2,241,16,1,72,83.55,6093.3,0,28,5940,False,False,0.0
9853-JFZDU,1,3,85,16,1,35,56.85,1861.1,0,46,3102,False,True,0.0
3777-XROBG,5,2,193,16,1,58,19.55,1079.65,0,78,4125,False,False,0.0
6994-FGRHH,4,3,160,16,1,70,106.15,7475.1,0,50,4649,False,False,0.0
4000-VGMQP,3,2,221,16,1,38,78.95,2862.55,0,60,2125,False,False,0.0
3999-WRNGR,2,3,20,16,1,60,49.75,3069.45,0,77,6307,False,True,0.0
3466-RITXD,2,2,308,16,1,26,92.4,2349.8,0,75,5461,False,True,0.0
2680-XKKNJ,3,1,117,16,1,8,58.2,469.25,0,52,3325,False,False,0.0
2974-GGUXS,2,2,276,16,1,36,91.95,3301.05,0,48,3273,False,True,0.0
7994-XIRTR,3,1,78,16,1,54,65.25,3529.95,0,66,6161,False,False,0.0
2101-RANCD,2,3,258,16,1,55,73.1,4144.9,0,46,5832,False,True,0.0
7921-BEPCI,5,1,242,16,1,72,59.75,4265.0,0,59,4515,False,False,0.0
8510-TMWYB,6,1,218,16,1,54,59.8,3246.45,0,24,5898,False,False,0.0
3258-ZKPAI,6,1,321,16,1,72,116.6,8337.45,0,59,5227,False,False,0.0
1428-IEDPR,6,3,305,16,1,52,109.3,5731.4,0,33,5624,False,False,0.0
5298-GSTLM,4,1,293,16,1,60,101.4,6176.6,0,66,4483,False,False,0.0
4450-YOOHP,2,2,12,16,1,39,50.65,1905.4,0,31,5433,False,True,0.0
6728-CZFEI,3,4,67,16,1,15,56.15,931.9,0,25,5473,False,False,0.0
3653-NCRDJ,4,4,193,16,1,43,19.2,776.25,0,74,5594,False,False,0.0
6121-TNHBO,3,1,256,16,1,63,83.0,5243.05,0,29,5428,False,False,0.0
5119-NZPTV,1,3,129,16,1,2,70.1,141.65,0,74,5592,False,True,0.0
6519-ZHPXP,6,1,192,16,1,72,108.3,7679.65,0,33,4183,False,False,0.0
3472-QPRCH,5,2,322,16,1,40,25.25,1006.9,0,53,3217,False,False,0.0
8224-UAXBZ,4,3,51,16,1,58,45.35,2540.1,0,41,5137,False,False,0.0
9610-WCESF,5,3,39,16,1,67,43.9,3097.2,0,62,6344,False,False,0.0
2486-WYVVE,4,4,209,16,1,31,79.3,2484.0,0,34,5238,False,False,0.0
3865-ZYKAD,2,2,306,16,1,69,84.9,5785.65,0,59,4503,False,True,0.0
1422-DGUBX,4,3,262,16,1,32,79.25,2619.15,0,43,2735,False,False,0.0
2999-AANRQ,5,2,119,16,1,21,71.05,1524.85,0,56,5138,False,False,0.0
8668-KNZTI,3,3,105,16,1,52,53.75,2790.65,0,23,5957,False,False,0.0
0480-KYJVA,5,2,322,16,1,72,24.25,1784.5,0,26,5897,False,False,0.0
9746-YKGXB,3,1,42,16,1,52,44.25,2276.1,0,30,6340,False,False,0.0
3926-YZVVX,3,1,69,16,1,41,50.05,2029.05,0,64,2157,False,False,0.0
6000-UKLWI,5,4,193,16,1,41,20.15,802.35,0,47,4982,False,False,0.0
6332-FBZRI,4,2,254,16,1,67,69.35,4653.25,0,40,5589,False,False,0.0
2096-XOTMO,1,4,193,16,1,16,19.35,275.9,0,31,4146,False,True,0.0
3266-FTKHB,5,4,193,16,1,17,19.15,343.45,0,60,2717,False,False,0.0
8221-EQDGL,1,4,121,16,1,35,61.0,2130.45,0,79,4355,False,True,0.0
2346-LOCWC,5,2,193,16,1,58,20.5,1191.4,0,72,6186,False,False,0.0
0298-XACET,5,4,31,16,1,52,50.2,2554.0,0,47,5396,False,False,0.0
7560-QJAVJ,5,1,112,16,1,70,79.6,5589.45,0,38,5474,False,False,0.0
2995-YWTCD,6,1,322,16,1,19,24.9,467.7,0,79,5396,False,False,0.0
9137-UIYPG,2,3,176,16,1,35,106.9,3756.45,0,80,5447,False,True,0.0
